RunID,C2,R3,Rcl1,AvgFreq_Hz,Jitter_s,Stability,DutyCycle,Duty_Stability,PulseWidth_s,OnOffRatio,OnOff_Stability,Peak_uA,Low_uA,PulseCharge_C,Rejected,Plot,Charge_uC,Off_uA,ChargeDiff,Cluster
45,60n,1.5M,300K,3.097894857143715,0.12563484998819247,0.3438718122843515,0.08331007931127453,0.7216315629259918,0.037487096031130034,17.033566991983616,0.0923692235737069,217.2244,5.315982,5.9270299402962565e-06,True,"<a href=""waveforms/run_45.html"" target=""_blank"">Plot</a>",5.927029940296256,5.315982,0.07297005970374393,2
62,70n,1M,350K,3.2370586981109684,0.08280538033376651,0.2872431989661366,0.1005847142707528,0.507815495902984,0.03724995793534741,15.842175763210703,0.10585798428175411,214.7038,5.003105,5.914035398590144e-06,True,"<a href=""waveforms/run_62.html"" target=""_blank"">Plot</a>",5.914035398590144,5.003105,0.08596460140985585,2
102,70n,1M,450K,3.61391452845628,0.0978188269765585,0.39001376505109786,0.1052003501153007,0.5400368905188068,0.038161150857982114,16.597537606374335,0.10928742962766007,204.146,4.148741,5.902070152669561e-06,True,"<a href=""waveforms/run_102.html"" target=""_blank"">Plot</a>",5.902070152669561,4.148741,0.0979298473304393,2
146,70n,1.5M,550K,3.040830865816129,0.11645953596400711,0.3201283287001908,0.10414675969859213,0.5412402941983075,0.0423656348766255,18.93292355511968,0.11758180287561897,192.0515,3.286411,6.253398981627141e-06,True,"<a href=""waveforms/run_146.html"" target=""_blank"">Plot</a>",6.253398981627141,3.286411,0.25339898162714114,0
8,90n,1.5M,200K,2.2148494611970855,0.13906612298408208,0.32206542188034737,0.06162128430178935,0.9650667389935224,0.03608305020584672,14.412069368670611,0.15035766322442878,228.6123,7.487315,6.2966931944027894e-06,True,"<a href=""waveforms/run_8.html"" target=""_blank"">Plot</a>",6.296693194402789,7.487315,0.2966931944027893,0
104,90n,1M,450K,2.933338489765064,0.09767054463949776,0.30714846938409845,0.09769197251346282,0.6981200875712975,0.04117677593943499,16.32171757532555,0.11228589323669635,204.0041,4.148756,6.398258360822904e-06,True,"<a href=""waveforms/run_104.html"" target=""_blank"">Plot</a>",6.398258360822904,4.148756,0.3982583608229042,0
7,80n,1.5M,200K,2.2248180374397264,0.14348203219706035,0.293793605391715,0.06859642082427667,0.7648746293013909,0.038964152625688885,14.57253713354365,0.10566365339446264,228.621,7.497399000000001,6.4150531207147755e-06,True,"<a href=""waveforms/run_7.html"" target=""_blank"">Plot</a>",6.415053120714775,7.497399000000001,0.4150531207147754,0
149,60n,2M,550K,3.1986437768111786,0.2013082515627951,0.5223577991481535,0.09201190897557715,0.700920407661369,0.0448019975655181,20.405287829478855,0.14106131110017192,190.29659999999998,3.12365,6.494923658984351e-06,True,"<a href=""waveforms/run_149.html"" target=""_blank"">Plot</a>",6.494923658984351,3.12365,0.49492365898435065,0
61,60n,1M,350K,3.4264319158342578,0.09567638210101828,0.34707997418126213,0.10727041089961828,0.5587982382556411,0.04014170096690085,16.846031681527208,0.09111782305944648,214.8059,5.003112,6.496777931817905e-06,True,"<a href=""waveforms/run_61.html"" target=""_blank"">Plot</a>",6.496777931817905,5.003112,0.4967779318179053,0
101,60n,1M,450K,3.8545248802699157,0.08881394368425818,0.3564639386287283,0.10632303537585956,0.5158883151751854,0.035315420088796304,16.986896514567,0.10945444077027866,204.233,4.148769000000001,5.4938550738541e-06,True,"<a href=""waveforms/run_101.html"" target=""_blank"">Plot</a>",5.4938550738541,4.148769000000001,0.5061449261459003,1
86,70n,1.5M,400K,3.0232480210025012,0.13163040136978973,0.4253456509293522,0.09171033680015317,0.7256459085001171,0.042338213992569096,18.242551615933454,0.11942130937336934,206.408,4.20562,6.528184385093756e-06,True,"<a href=""waveforms/run_86.html"" target=""_blank"">Plot</a>",6.528184385093756,4.20562,0.5281843850937564,0
44,90n,1M,300K,2.7756904229966013,0.11200624767432014,0.28121045094985586,0.09040301522604881,0.5840269842154892,0.040583389436494116,15.052150015041695,0.09521707468097539,220.24349999999998,5.638840999999999,6.555286016194665e-06,True,"<a href=""waveforms/run_44.html"" target=""_blank"">Plot</a>",6.555286016194665,5.638840999999999,0.5552860161946649,0
144,90n,1M,550K,2.843025594954767,0.14887330189128997,0.5957593739692585,0.08565971779301339,0.6027733691191087,0.03615313948129962,16.273975210491166,0.0776231634693996,194.4212,3.6008809999999998,5.415763052569939e-06,True,"<a href=""waveforms/run_144.html"" target=""_blank"">Plot</a>",5.415763052569939,3.6008809999999998,0.5842369474300613,1
126,70n,1.5M,500K,3.0667183807663205,0.1447082158401683,0.5063766945281575,0.09960833066281112,0.7193460878215872,0.04489206961683591,19.26297023754274,0.11658683813864618,196.6103,3.532557,6.680222636582198e-06,True,"<a href=""waveforms/run_126.html"" target=""_blank"">Plot</a>",6.680222636582198,3.532557,0.6802226365821982,0
147,80n,1.5M,550K,3.152663603268384,0.1480188629151334,0.38187554985847066,0.07996150341052563,0.9078682955400419,0.036380599170315164,17.517757512755907,0.15708478334382936,191.9638,3.286414,5.306210491181085e-06,True,"<a href=""waveforms/run_147.html"" target=""_blank"">Plot</a>",5.306210491181085,3.286414,0.6937895088189148,1
164,90n,1M,600K,2.7600526854102503,0.1621572757141431,0.44129950896393166,0.11021459157937526,0.5323566730006426,0.045770803891015434,16.657633253394128,0.05487744133945556,189.9836,3.394587,6.743367177804033e-06,True,"<a href=""waveforms/run_164.html"" target=""_blank"">Plot</a>",6.743367177804033,3.394587,0.7433671778040329,0
64,90n,1M,350K,3.256648825403668,0.12019886807172851,0.35686761542877277,0.07455865142982228,0.8883955369236832,0.03330912524995294,15.279493819977061,0.11520177193412995,214.5777,5.003137,5.251630016267774e-06,True,"<a href=""waveforms/run_64.html"" target=""_blank"">Plot</a>",5.251630016267773,5.003137,0.7483699837322266,1
